"CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Exited"
686,"France","Female",31,4,0,2,0,0,160968.66,0
575,"France","Male",31,4,0,1,1,0,169862.01,0
720,"France","Male",35,2,134954.59,1,1,0,144584.29,0
627,"France","Female",39,6,128743.8,1,1,1,169763.89,0
590,"Spain","Female",43,8,0,1,1,1,143628.31,1
679,"Spain","Female",54,5,0,1,1,0,55893.37,1
587,"France","Male",35,5,0,2,1,0,89286.29,0
741,"France","Male",34,1,171236.3,2,0,0,21834.4,0
697,"Spain","Male",31,7,0,2,1,1,92887.06,0
567,"France","Male",42,2,0,2,0,1,140595.36,0
634,"Spain","Female",36,4,0,1,0,1,143960.72,1
724,"Spain","Male",41,5,0,2,0,1,115753.94,0
439,"France","Female",40,9,124401.6,1,1,0,198814.24,0
699,"France","Female",32,2,0,2,0,1,111097.39,0
619,"France","Female",30,4,0,1,0,1,150548.5,0
708,"France","Female",33,0,0,2,1,1,138526.96,0
623,"France","Male",40,1,0,2,1,1,131283.6,0
565,"France","Male",34,2,0,2,1,1,118863.38,0
765,"France","Male",34,9,91835.16,1,0,0,138280.17,1
699,"France","Male",60,8,139959.05,1,1,0,149921.17,1
850,"Spain","Female",29,0,0,2,1,1,1055.16,0
775,"Germany","Male",30,2,141796.53,2,1,0,71492.47,0
633,"France","Male",53,6,123034.5,1,1,1,141559.08,1
549,"Spain","Male",43,8,0,2,0,1,60721.4,0
829,"France","Male",26,3,0,2,0,1,93718.41,0
469,"France","Female",31,1,0,2,0,1,148516.86,1
710,"France","Male",37,6,0,2,0,0,186489.14,0
590,"Spain","Male",45,10,51949.95,1,0,1,51949.95,1
684,"Germany","Male",56,3,127585.98,2,1,1,80593.49,0
724,"Germany","Female",36,7,104336.43,1,1,1,129892.93,0
540,"Germany","Male",39,1,82794.18,2,1,1,34857.46,0
537,"France","Male",42,6,0,2,0,0,124596.63,1
709,"France","Male",32,5,0,2,0,0,143882.25,0
762,"France","Male",25,1,0,2,1,0,54474.1,0
695,"France","Female",39,1,76467.18,2,1,0,143030.41,1
479,"Spain","Male",39,2,172463.45,1,1,1,40315.27,0
445,"France","Male",62,1,64119.38,1,1,1,76569.64,1
546,"Germany","Female",52,0,106074.89,2,1,1,23548.45,0
712,"France","Male",39,2,0,2,1,1,164083.72,0
613,"Germany","Male",48,1,117832.26,1,1,1,157952.49,1
620,"France","Male",35,5,0,1,1,0,130461.09,0
751,"France","Male",35,4,0,2,1,1,158846.29,0
576,"France","Female",55,7,0,2,0,1,44335.54,0
753,"France","Male",32,5,0,2,1,1,55724.24,0
621,"Spain","Male",41,5,104631.67,2,1,1,95551.22,0
644,"France","Female",50,10,207034.96,1,1,0,94876.65,1
692,"France","Female",42,1,0,1,1,0,84871.99,0
627,"France","Female",32,4,153058.64,2,0,1,92915.84,0
678,"Spain","Male",31,2,0,2,1,0,141756.32,0
637,"France","Female",31,1,125898.78,1,0,1,146090.35,0
650,"Spain","Male",26,1,152968.73,1,0,1,82970.69,0
735,"France","Male",49,1,0,2,1,1,72985.59,0
668,"France","Female",36,0,0,2,0,1,125428.42,0
601,"Spain","Male",48,6,0,1,1,0,92794.61,0
667,"France","Female",35,3,0,2,1,1,152499.9,0
613,"Spain","Female",57,9,0,1,1,0,28368.37,1
585,"Spain","Male",24,9,0,2,0,0,108872.45,0
634,"Spain","Male",33,1,0,2,1,0,180929.78,0
616,"Germany","Female",51,2,99836.47,1,1,0,54726.43,1
674,"France","Male",28,5,0,1,1,0,151925.25,1
649,"Germany","Female",29,1,114737.26,1,1,1,106655.88,0
774,"Spain","Female",32,10,0,2,1,0,123583.85,0
564,"Germany","Female",35,5,125927.59,2,1,0,132908.95,0
739,"France","Male",33,7,0,2,1,0,61843.73,0
576,"Germany","Male",62,2,95727.04,1,1,0,113048.19,1
581,"Spain","Female",39,1,143903.11,1,1,0,118711.75,0
649,"France","Female",34,1,0,2,1,0,141829.41,0
581,"France","Female",35,0,0,2,0,1,176750.81,0
493,"France","Male",35,6,111087.5,2,1,0,77469.38,0
585,"France","Male",42,4,0,2,1,0,18657.77,0
668,"Germany","Female",41,1,91938.31,1,1,1,172668.38,0
610,"France","Male",36,9,0,2,1,1,101433.76,0
574,"France","Male",42,8,98649.55,2,1,1,101515.76,1
637,"France","Female",41,6,0,2,1,1,120891.86,0
663,"France","Male",31,2,0,1,1,1,143536.07,0
649,"France","Female",34,8,113348.78,1,1,1,64868.61,0
717,"France","Female",32,1,0,2,1,1,61340.8,0
850,"Spain","Male",51,6,0,2,1,1,147963.65,0
558,"Germany","Male",34,9,121691.44,1,1,0,82796.29,0
794,"Spain","Male",38,4,160541.8,1,1,1,166682.01,1
684,"France","Male",43,6,0,1,0,1,131093.99,0
641,"Spain","Male",37,8,0,2,1,0,175072.47,0
714,"Germany","Female",43,3,124695.72,1,0,1,197688.5,0
705,"Spain","Female",40,8,0,1,1,1,131768.98,0
598,"Germany","Female",41,8,133801.68,1,1,0,117507.11,1
579,"Spain","Male",39,10,0,1,1,0,87363.56,0
700,"France","Male",47,9,0,2,1,1,145937.99,0
651,"France","Female",55,2,0,1,1,0,44506.75,1
512,"France","Male",32,9,0,2,1,0,184636.05,0
727,"Spain","Male",34,9,0,1,1,1,100601.73,0
677,"France","Male",56,5,0,1,1,0,116688.53,1
652,"Germany","Female",35,5,126077.43,2,1,1,53954.24,0
697,"Germany","Female",32,9,127772.1,2,1,0,152643.48,1
676,"Spain","Female",38,2,0,2,1,1,35644.79,0
711,"Spain","Female",41,5,0,2,0,1,47139.06,0
633,"France","Male",24,5,0,2,1,0,93347.03,0
850,"France","Male",47,3,0,1,1,1,92914.71,0
806,"Spain","Male",37,6,121537.71,1,1,0,88604.89,0
613,"France","Male",37,2,0,2,1,1,161083.5,0
609,"France","Male",36,8,96814.46,1,0,0,168816.18,0
645,"Germany","Female",38,2,142388.61,2,1,1,171344.09,0
681,"Spain","Female",37,4,101979.16,1,1,0,90928.48,0
636,"France","Male",26,9,0,2,1,0,173680.39,0
561,"France","Male",28,4,0,2,1,1,110273.84,0
644,"France","Male",43,7,152812.74,1,1,1,114443.8,0
732,"France","Male",28,3,118962.58,1,1,1,120819.58,0
695,"Spain","Male",37,2,107879.06,1,1,1,181258.76,0
651,"Spain","Female",41,1,0,1,0,1,136790.41,1
576,"Germany","Male",29,9,130575.26,1,0,1,173629.78,0
599,"France","Male",50,3,121159.65,1,0,0,4033.39,1
710,"France","Female",48,2,0,2,1,0,103396.07,0
649,"France","Female",29,8,0,2,1,0,71405.17,0
626,"Germany","Male",38,10,141074.59,1,1,0,52795.15,1
642,"France","Female",36,7,0,2,1,0,133091.32,0
562,"France","Male",39,1,0,2,1,0,141860.62,0
679,"France","Male",26,4,122954.58,1,1,0,176903,0
644,"Spain","Male",30,4,0,2,1,0,174774.01,0
639,"France","Male",28,9,135927.36,1,1,1,126815.71,0
651,"Germany","Male",31,7,120599.21,2,1,0,46163.44,0
710,"France","Female",39,5,0,2,1,0,142515.32,0
711,"Spain","Female",46,6,0,2,1,0,131660.31,1
636,"France","Female",43,9,0,2,1,1,171457.06,0
711,"France","Male",32,8,116537.4,1,1,1,57896.23,0
452,"France","Male",46,5,0,2,1,0,141798.98,0
598,"France","Male",29,8,135645.29,1,1,1,70529,0
501,"Spain","Female",31,8,0,2,1,1,161623.01,0
597,"France","Male",26,7,0,2,1,1,14081.62,0
438,"Germany","Female",22,9,129667.18,2,1,1,81250.64,0
584,"Germany","Female",43,5,93920.47,2,0,1,78854.58,0
597,"France","Female",50,8,0,2,1,1,164768.41,0
622,"France","Female",61,3,102800.72,1,0,1,1539.21,0
651,"Spain","Male",27,7,0,2,0,0,153373.78,0
646,"Germany","Female",33,2,122451.46,1,1,1,54448.41,0
731,"France","Male",45,7,121863.91,1,1,0,51119.09,1
634,"France","Female",39,1,141533.56,2,1,0,69643.31,0
850,"France","Female",27,3,0,2,1,0,128892.36,0
510,"France","Female",30,1,0,1,0,1,28515.17,0
690,"Germany","Male",32,0,106683.52,2,1,1,137916.49,1
682,"Spain","Female",58,4,0,1,1,1,176036.01,0
772,"France","Female",46,9,98444.19,1,0,1,109563.28,0
745,"France","Female",39,2,0,2,1,0,38410.74,0
638,"Germany","Female",64,2,105736.32,1,1,1,89935.73,1
481,"France","Male",36,8,85325.73,1,0,1,123882.19,0
726,"Germany","Male",40,7,127660.93,2,1,0,86678.54,0
663,"Spain","Female",38,1,0,2,1,1,51387.1,0
669,"France","Female",40,6,0,1,1,0,155155.25,0
611,"Spain","Male",37,10,0,2,0,0,100862.54,0
521,"Germany","Male",37,8,120586.54,2,1,1,20491.15,1
718,"Spain","Female",28,8,0,2,0,1,176728.28,0
753,"Germany","Male",43,6,160454.15,1,1,1,75848.22,0
576,"France","Male",26,8,0,2,0,1,34101.06,0
790,"France","Female",40,4,0,2,0,0,149614.17,0
516,"Spain","Female",38,8,85982.47,1,1,1,52462.01,0
583,"France","Male",62,2,0,1,1,1,48559.66,0
608,"Spain","Female",41,8,0,2,1,1,91346.03,0
652,"France","Female",42,7,143680.47,1,1,0,32275.09,0
691,"Germany","Male",42,8,101438,1,1,1,89822.67,0
635,"Germany","Male",41,1,124587.13,2,1,0,87060.88,0
704,"France","Male",33,5,167997.6,2,1,1,173498.45,0
477,"France","Male",33,6,0,2,1,1,69080.46,0
731,"France","Male",40,4,170184.99,1,0,0,73687.38,1
707,"France","Male",33,1,0,2,1,1,46630.47,0
588,"France","Female",45,1,0,1,1,0,79919.95,1
797,"Spain","Male",35,7,103804.97,1,1,1,125710.53,0
624,"Spain","Male",36,8,0,2,1,1,120880.72,0
529,"France","Male",32,7,0,2,1,1,112668.08,0
686,"France","Male",29,5,0,2,1,1,134463.19,0
637,"Germany","Female",35,4,93901.61,2,1,0,99061.75,0
716,"France","Male",36,1,0,3,0,0,141364.56,1
709,"France","Male",33,6,171651.37,1,0,0,81617.4,0
741,"France","Female",40,2,0,1,0,1,161253.08,1
578,"France","Male",51,6,0,2,0,1,92914.67,0
726,"France","Male",39,2,0,1,1,0,195192.4,0
624,"France","Female",33,7,0,2,1,0,69608.48,0
698,"France","Male",40,4,0,4,1,1,106174.7,0
613,"Germany","Female",27,7,126473.33,2,1,0,126561.89,0
765,"France","Male",34,5,98590.25,1,0,1,165574.54,0
529,"Spain","Female",72,4,0,2,1,0,146388.85,1
712,"France","Female",38,2,0,2,1,1,87168.46,0
704,"France","Male",37,1,0,1,1,0,170142.09,0
641,"France","Male",29,3,0,2,1,0,124508.29,0
578,"France","Male",33,5,151215.34,2,1,0,169804.4,0
629,"Germany","Female",61,6,102723.35,1,1,1,75927.35,1
850,"Spain","Female",42,1,77526.66,1,1,0,155700.22,0
587,"Spain","Male",26,1,0,1,1,0,147600.54,0
712,"France","Female",40,5,0,2,0,1,172478.54,0
646,"France","Female",38,1,0,2,0,1,155870.79,0
629,"Spain","Male",37,2,144581.96,1,1,1,131609.48,0
723,"France","Male",45,4,103873.53,1,1,0,180329.77,1
697,"Spain","Male",46,3,114370.41,1,0,0,66810.48,1
563,"Spain","Female",37,8,106171.68,1,0,1,93429.95,0
629,"France","Male",44,4,0,2,0,1,118862.08,0
621,"France","Female",40,9,0,2,1,0,137079.86,0
675,"France","Female",36,3,123918.07,1,0,0,53843.53,0
745,"Germany","Female",35,5,98792.84,4,1,1,149587.67,1
529,"France","Female",29,6,0,2,0,0,12048.67,0
721,"Spain","Female",33,9,0,3,1,0,117626.9,1
683,"Spain","Male",24,3,105356.74,1,1,1,172930.92,0
790,"France","Male",33,1,141581.08,1,0,0,98309.27,0
674,"France","Female",36,5,121418.62,1,0,1,24400.37,0
706,"Germany","Female",29,6,102703.62,1,1,1,141872.52,0
676,"France","Male",46,7,82276.13,1,1,0,24981.72,0
695,"Spain","Female",46,8,0,1,1,1,153786.46,0
651,"France","Female",31,2,0,2,1,0,126722.57,0
812,"France","Male",37,10,0,2,0,0,172702.02,0
641,"France","Female",40,8,0,1,0,0,126996.67,0
717,"Spain","Male",44,5,0,2,0,0,172576.47,0
588,"Spain","Male",32,3,0,2,1,0,178718.19,0
560,"Spain","Male",51,4,135924.35,1,1,1,50610.62,1
477,"France","Female",39,4,182491.57,1,1,1,185830.72,0
561,"France","Male",40,9,0,1,1,1,79240.9,0
778,"France","Female",34,0,137300.23,1,1,1,62722.44,0
521,"France","Male",35,8,0,2,1,0,85985.64,0
706,"Germany","Female",38,2,141806.46,2,1,0,9217.92,0
645,"France","Female",37,6,171769.55,1,1,0,150694.09,0
653,"France","Female",42,9,0,2,1,1,181610.6,0
636,"France","Male",36,3,107592.89,1,1,1,147822.81,0
549,"France","Male",29,6,0,2,0,0,189558.44,0
593,"Germany","Male",31,1,92398.15,1,1,1,129980.23,0
578,"France","Male",35,7,0,2,0,0,180142.42,0
607,"Spain","Male",31,8,0,2,1,0,182336.45,0
611,"France","Male",32,9,0,1,1,0,172437.12,0
552,"France","Male",34,7,0,2,1,1,184056.45,0
682,"France","Male",32,9,160680.41,1,1,0,30886.35,0
651,"France","Male",41,4,0,1,1,1,132798.58,0
638,"Spain","Male",43,5,105204.88,1,1,1,93524.94,0
757,"France","Female",32,9,0,2,1,1,38970.78,0
602,"France","Male",28,5,86893.48,2,1,0,82906.58,0
506,"France","Female",52,8,106344.03,1,1,0,113950.53,1
726,"France","Male",38,1,0,2,1,1,143315.57,0
675,"France","Female",38,7,0,2,1,1,76615.46,0
850,"France","Female",39,1,125870.79,1,1,1,60907.52,0
790,"France","Female",26,8,0,2,0,0,98309.27,0
604,"France","Female",28,7,0,2,1,1,187976.57,0
549,"France","Female",32,7,0,2,1,0,40250.82,0
698,"Germany","Male",42,9,112212.14,2,0,1,189392.66,0
714,"France","Female",37,8,0,2,1,0,84321.03,0
714,"France","Male",34,1,0,2,1,0,64595.25,0
682,"Spain","Male",30,7,147511.52,1,1,0,117939.54,0
711,"France","Female",21,0,82844.33,1,0,1,1408.68,0
555,"Spain","Male",30,4,106969.29,3,1,0,123816.28,1
645,"France","Male",31,8,0,2,1,0,181429.87,0
628,"France","Male",35,6,156864.2,1,1,0,88815.25,0
593,"Spain","Male",35,5,123793.27,1,0,1,133031.47,0
585,"France","Female",35,4,0,1,0,1,137757.69,0
530,"France","Male",33,8,0,2,1,0,119425.94,0
729,"Spain","Male",31,9,0,2,1,1,18210.36,0
516,"France","Female",33,1,103564.83,2,1,0,121085.72,0
589,"Spain","Male",45,9,0,1,0,0,10828.78,1
686,"Spain","Male",22,2,0,2,0,1,52820.13,0
643,"France","Male",24,7,0,1,1,1,25310.82,0
527,"Germany","Female",57,8,115730.71,1,1,0,173365.89,1
767,"Germany","Female",26,3,132253.22,1,1,0,115566.57,0
652,"France","Female",45,3,0,1,1,0,122958.96,1
538,"France","Male",68,9,0,2,0,1,110440.5,0
741,"France","Male",36,6,0,2,1,0,194733.28,0
684,"France","Female",34,8,174180.39,1,1,0,179128.69,0
663,"France","Male",42,2,0,2,1,0,72846.58,1
652,"Germany","Male",37,7,146033.94,2,1,1,138052.02,0
594,"France","Male",31,2,0,2,1,0,167969.15,0
634,"Spain","Male",36,3,0,2,1,1,31002.03,0
668,"France","Female",30,2,0,2,1,1,40652.33,0
746,"Spain","Female",50,1,0,1,1,0,129964.94,1
790,"Germany","Female",59,2,166968.28,2,1,1,159483.76,0
742,"Germany","Female",37,6,174853.24,3,1,1,93882.95,1
773,"Germany","Female",35,1,123889.66,1,1,1,187800.63,1
743,"France","Male",40,9,0,1,1,1,137476.71,1
727,"Germany","Male",27,2,124098.54,1,1,0,86678.48,0
751,"Germany","Male",37,1,105736.32,2,0,1,84300.4,0
645,"France","Female",42,4,133658.24,1,1,1,173776.5,1
714,"France","Male",37,2,0,2,1,1,181204.4,0
711,"France","Female",36,6,0,1,1,1,122580.93,0
554,"Germany","Male",34,3,127660.46,2,1,0,52319.26,0
678,"France","Male",51,6,0,1,1,0,142331.85,1
642,"France","Female",36,2,0,2,1,0,182728.8,0
695,"Germany","Male",35,6,104833.72,1,1,0,156036.01,0
661,"France","Male",39,1,0,1,0,1,181051.99,0
649,"France","Female",39,8,96651.03,2,1,0,182775.08,1
696,"Germany","Male",30,7,114027.7,1,1,1,193716.56,1
437,"France","Female",38,6,152942.21,1,1,1,162969.98,0
652,"France","Male",38,8,0,2,1,0,12050.77,0
653,"Spain","Male",35,2,0,2,0,0,53379.52,0
703,"Germany","Female",31,9,93920.47,1,1,0,178291.09,0
569,"Spain","Female",41,6,0,1,1,1,71364.41,1
697,"France","Female",39,3,0,2,1,0,28238.25,0
652,"Germany","Male",38,1,132602.88,1,1,0,110560.14,0
581,"Germany","Female",51,2,142989.05,1,1,0,93895.32,1
755,"Spain","Male",43,7,0,1,1,0,147012.22,1
563,"France","Female",29,7,0,2,1,0,99792.82,0
652,"France","Male",26,7,137841,2,1,0,142917.49,1
663,"Germany","Female",32,7,111061.01,2,1,1,64516.8,0
505,"France","Male",26,8,112935.87,1,1,1,145011.62,1
648,"Spain","Female",42,1,57530.08,1,1,0,103604.28,1
526,"France","Male",23,5,103391.07,2,1,1,79919.13,0
850,"France","Male",33,8,148962.76,1,1,0,122381.02,0
611,"Germany","Female",43,1,123906.22,2,1,0,139962.82,0
639,"Spain","Male",31,3,0,2,1,0,51364.56,0
649,"France","Female",20,1,0,1,0,1,55763.66,0
611,"Germany","Female",47,2,113598.55,1,1,0,56562.43,1
550,"Germany","Female",40,9,143964.36,2,1,1,141053.85,0
545,"France","Female",49,7,0,1,1,0,49829.8,1
542,"Spain","Female",31,2,0,2,0,0,143.34,0
642,"France","Male",40,5,112670.48,1,1,0,183963.34,0
587,"France","Male",32,6,0,2,1,0,7905.06,0
694,"Germany","Female",37,5,148046.39,2,1,1,173870.69,0
716,"Germany","Female",36,4,109044.3,1,1,0,94554.74,0
537,"Germany","Female",27,2,154953.94,2,1,1,71139.31,0
671,"France","Female",37,10,0,2,1,1,146785.38,0
498,"Germany","Male",37,7,108432.88,1,0,0,14865.05,1
537,"France","Female",46,1,0,1,1,0,174431.01,1
744,"France","Male",31,8,82909.14,1,1,1,146891.07,0
710,"France","Female",42,8,159660.8,2,1,0,113931.57,0
696,"France","Male",41,5,0,2,1,0,70550,0
637,"France","Male",36,6,0,2,1,0,166588.66,0
773,"France","Male",27,4,0,2,1,0,123587.83,0
684,"France","Female",40,1,147822.98,2,0,1,122951.26,0
680,"Germany","Female",42,7,105799.32,1,1,1,105720.09,1
573,"France","Female",31,6,0,2,1,0,137851.9,0
791,"France","Male",33,5,114930.35,1,1,1,82781.02,0
474,"France","Female",48,8,0,2,1,0,126743.33,0
564,"France","Female",46,7,0,1,1,1,79577.4,1
631,"France","Female",30,8,167545.32,1,0,0,135178.91,1
584,"France","Male",33,5,78416.96,1,1,0,49865.88,0
593,"Germany","Male",37,8,112373.49,2,1,0,163667.56,0
574,"Spain","Male",38,2,0,2,1,1,26257.01,0
516,"France","Female",29,7,114091.39,1,0,0,147059.16,0
718,"Spain","Female",38,1,0,2,0,1,131835.28,0
636,"France","Female",32,3,0,2,1,0,181850.74,0
604,"Spain","Male",42,4,0,2,1,0,142903.44,0
600,"Spain","Male",38,5,0,2,1,0,100950.48,0
749,"Germany","Male",46,8,124510.63,1,0,0,74870.99,1
569,"France","Male",36,1,0,2,1,0,180134.74,1
678,"France","Male",38,7,0,2,1,0,66561.6,0
679,"France","Female",33,9,0,2,0,0,47972.65,0
677,"France","Male",40,2,0,2,0,1,121098.65,0
577,"France","Male",23,2,0,1,0,0,66795.78,0
539,"Spain","Male",38,5,0,2,1,0,124489.88,0
697,"France","Female",35,9,0,2,1,0,51637.53,0
833,"France","Male",39,3,0,2,1,0,1710.89,0
554,"Spain","Male",57,3,0,2,1,1,45424.63,0
545,"Spain","Female",18,10,0,2,1,0,179964.55,0
577,"Spain","Female",33,0,100524.69,1,0,1,86935.08,0
703,"Germany","Female",47,1,127723.25,1,1,1,72500.68,0
569,"Spain","Female",36,7,132767.17,2,1,1,1235.46,0
657,"Spain","Male",36,8,0,2,1,0,123866.43,0
667,"Spain","Male",35,3,0,2,0,0,81483.64,0
683,"France","Male",35,6,0,2,1,0,166031.92,0
679,"Germany","Male",47,8,113657.83,1,0,0,138399.71,1
707,"Spain","Male",30,1,0,1,1,1,138770.98,0
701,"Germany","Male",22,9,164046.1,1,1,0,49405.93,0
597,"France","Male",36,8,0,2,1,1,117832.88,0
590,"France","Male",38,7,0,2,0,0,582.53,0
692,"France","Female",29,2,0,2,1,1,35644.79,0
593,"Germany","Female",46,6,93960.35,2,1,0,121084.27,1
696,"Spain","Male",33,8,0,2,0,1,93832.13,0
601,"France","Male",29,4,0,2,1,1,51554.58,0
567,"France","Male",51,1,0,1,1,1,28707.77,1
641,"Germany","Female",43,5,125169.7,1,0,1,146473.59,0
698,"France","Female",28,0,0,2,0,1,125962.02,0
576,"France","Female",29,3,0,2,1,1,117023.09,0
597,"Germany","Male",39,7,91285.22,2,1,0,27274.6,0
564,"France","Female",29,7,0,1,1,1,134878.34,0
549,"Spain","Male",39,3,0,2,1,1,105599.66,0
596,"Germany","Female",32,6,121151.05,2,1,1,182076.48,0
850,"Germany","Female",53,3,79769.88,1,1,0,136914.09,1
525,"France","Female",52,5,0,1,1,0,676.06,1
667,"Germany","Female",35,2,132253.22,1,1,1,115566.57,0
658,"France","Female",44,1,0,2,1,0,142730.27,1
686,"France","Female",34,9,0,2,1,0,172665.93,0
653,"France","Male",46,2,99786.07,1,1,0,86927.53,1
731,"France","Male",46,8,0,2,0,1,116748.46,0
592,"France","Male",35,3,119013.52,1,1,0,124071.71,0
598,"Spain","Male",43,6,110783.28,1,1,0,130827.88,0
688,"France","Male",39,6,0,1,1,0,132450.09,0
710,"France","Female",38,4,0,2,1,1,160548.12,0
637,"Germany","Female",35,9,135870.01,1,0,1,101382.86,0
807,"Spain","Female",42,7,0,1,0,1,131640.59,1
628,"France","Male",34,6,0,2,0,0,161558.28,0
678,"Germany","Male",43,9,128518.98,1,0,0,11682.36,0
710,"Spain","Female",40,5,89188.83,1,0,1,182055.36,0
641,"France","Male",33,8,0,1,1,0,114957.4,0
679,"France","Male",26,6,0,2,1,1,66963.15,1
695,"Spain","Male",37,1,0,1,0,0,146700.89,0
669,"Germany","Female",39,3,148049.71,2,1,0,172778.6,0
646,"France","Male",34,4,0,2,1,0,141582.66,1
682,"France","Male",36,9,0,2,1,1,75860.97,0
627,"Spain","Male",44,2,0,2,1,0,7118.02,1
678,"Germany","Male",33,2,142388.61,2,1,1,97734.3,0
646,"France","Male",33,2,135096.05,1,0,1,106663.46,0
659,"France","Female",28,5,0,2,1,0,166516.84,0
646,"France","Female",45,10,0,1,1,0,115789.86,1
769,"Germany","Male",30,6,133889.35,2,0,0,151871.84,0
642,"Spain","Female",35,7,0,2,1,1,161368.37,0
727,"France","Male",40,3,129299.28,1,1,1,64448.36,1
648,"France","Male",39,8,134571.07,1,0,0,141175.64,0
569,"France","Male",39,8,122365.52,1,0,0,116748.2,0
535,"France","Male",34,1,0,2,1,1,141872.05,0
738,"Germany","Female",50,2,153537.42,1,0,1,169303.55,1
535,"France","Male",35,0,160729.1,1,1,1,145900.89,0
591,"France","Male",23,2,147904.73,1,1,0,124872.42,0
695,"Spain","Female",38,3,0,2,0,1,74870.99,0
574,"Spain","Male",30,6,120355,1,1,0,137793.35,1
705,"France","Male",36,2,102723.35,1,1,0,180197.74,0
687,"Spain","Female",32,9,145934.92,1,1,1,50578.4,0
656,"Spain","Male",28,6,0,2,1,0,120834.58,0
524,"Spain","Male",31,7,0,1,1,1,149970.59,0
703,"France","Male",33,4,0,2,0,0,169763.89,0
545,"France","Male",38,4,0,2,1,0,20066.38,0
850,"Germany","Female",30,3,92887.02,2,1,0,127939.13,0
512,"Germany","Male",38,4,123969.92,1,0,1,103970.58,0
803,"Germany","Male",33,7,123783.25,1,1,1,159654,0
676,"Spain","Male",36,5,0,2,1,1,50488.91,0
636,"Spain","Female",38,6,157576.47,2,1,1,101102.39,0
716,"France","Male",32,7,0,1,1,0,164966.21,0
748,"France","Female",35,5,0,2,1,1,142373.44,0
681,"Germany","Female",33,1,116881.71,2,1,0,114092.09,0
676,"Germany","Female",63,1,121763.26,1,0,0,65611.01,1
548,"France","Female",21,9,0,2,0,0,77965.67,0
598,"France","Female",57,3,99886.22,1,0,1,17095.73,0
554,"France","Female",36,6,141581.76,1,1,1,35687.72,0
613,"Germany","Male",42,9,125338.8,1,1,1,101699.77,0
526,"France","Male",46,5,0,2,1,1,180318.6,0
636,"France","Male",34,3,0,2,1,0,96929.24,0
711,"Spain","Male",58,9,112181.08,1,1,1,26767.85,0
646,"Spain","Male",36,6,0,2,1,1,12162.76,0
584,"France","Male",48,9,0,3,1,1,100720.04,1
619,"France","Male",36,2,0,1,1,0,119259.83,0
537,"Spain","Female",39,0,0,1,1,1,170984.97,0
683,"France","Male",28,7,0,2,1,0,175071.18,0
681,"Germany","Male",31,7,97338.19,1,0,0,48226.76,0
767,"Germany","Male",64,3,132939.73,1,1,1,24234.11,0
850,"France","Male",63,7,0,2,1,1,2465.8,0
722,"Germany","Male",29,1,107233.85,1,1,0,24924.92,0
755,"Germany","Male",29,6,105082.07,3,1,0,25136.95,1
667,"France","Male",24,6,0,2,0,0,180329.83,1
696,"Spain","Male",39,2,0,2,1,0,155700.41,0
643,"Spain","Male",40,8,0,2,1,1,146056.29,0
731,"France","Female",42,4,0,2,1,1,144345.58,0
721,"France","Male",35,8,0,2,0,1,126518.39,0
628,"Germany","Male",44,5,82293.82,4,0,0,56909.38,1
716,"Spain","Female",32,1,119530.52,2,1,1,166950.21,0
645,"Germany","Female",26,0,122521.18,2,1,1,57594.09,0
828,"France","Female",27,9,0,2,1,0,93536.74,0
678,"France","Male",33,4,0,2,1,1,152996.89,0
685,"Spain","Female",25,1,0,2,1,0,107415.02,0
808,"France","Male",45,1,118626.55,3,1,0,147132.46,1
801,"France","Female",36,10,141806.83,1,1,0,152743.93,0
573,"Germany","Female",19,7,136622.8,2,0,1,169583.98,0
544,"Spain","Female",33,5,0,1,1,0,125692.07,0
637,"France","Male",31,9,0,2,1,0,121537.91,0
637,"France","Male",27,7,0,2,1,1,95611.47,0
538,"Germany","Male",46,6,121250.04,1,0,1,163556.01,1
776,"Spain","Male",56,7,0,1,0,1,63908.86,0
521,"Spain","Female",41,9,0,2,1,0,48466.31,0
670,"Spain","Male",25,9,112972.8,1,1,0,107837.76,0
602,"France","Male",37,3,0,2,1,0,63667.46,0
649,"Spain","Male",47,7,171671.9,1,1,0,103396.08,0
588,"France","Male",49,6,132623.76,1,1,1,36292.94,0
588,"Spain","Male",38,3,0,2,0,1,162087.82,0
665,"France","Female",31,3,95927.04,2,1,1,156774.75,0
592,"France","Female",38,5,0,2,1,1,187740.06,0
648,"Germany","Female",50,2,136674.51,1,0,0,141023.01,1
738,"France","Male",52,8,0,2,1,1,32421.32,0
591,"France","Male",34,5,116084.32,1,1,0,1375.46,0
726,"France","Female",46,0,0,1,0,1,55859.27,1
850,"France","Male",42,4,0,2,1,0,62222.81,0
649,"France","Male",57,5,0,1,1,1,133501.94,0
655,"Germany","Male",47,4,122314.5,2,0,0,5841.34,0
681,"Spain","Male",34,2,122021.92,1,1,1,99398.36,0
646,"Spain","Female",48,2,0,2,1,0,186489.95,0
577,"France","Male",36,3,136959.12,1,0,0,64443.65,0
592,"Germany","Female",36,4,139161.46,2,1,0,54427.51,0
850,"France","Male",33,7,63873.33,1,1,1,71243.84,0
706,"France","Male",23,8,0,2,0,1,120770.67,0
754,"France","Female",25,8,131778.57,1,1,1,143798.96,0
724,"France","Female",68,3,141441.75,1,1,1,162760.96,0
598,"France","Female",56,7,0,1,1,0,94780.9,1
